customer_id,customer_company,customer_last_name,customer_first_name,customer_email_address,customer_job_title,customer_business_phone,customer_home_phone,customer_mobile_phone,customer_fax_number,customer_address,customer_city,customer_state_province,customer_zip_postal_code,customer_country_region,customer_web_page,customer_notes,customer_attachments,employee_id,employee_company,employee_last_name,employee_first_name,employee_email_address,employee_job_title,employee_business_phone,employee_home_phone,employee_mobile_phone,employee_fax_number,employee_address,employee_city,employee_state_province,employee_zip_postal_code,employee_country_region,employee_web_page,employee_notes,employee_attachments,product_id,product_code,product_name,description,supplier_company,standard_cost,list_price,reorder_level,target_level,quantity_per_unit,discontinued,minimum_reorder_quantity,category,attachments,order_id,shipper_id,quantity,unit_price,discount,status_id,date_allocated,purchase_order_id,inventory_id,order_date,shipped_date,paid_date,insertion_timestamp
11,Company K,Krschne,Peter,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 11th Street,Miami,FL,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,81,NWTB-81,Northwind Traders Green Tea,,Supplier C,2.0,2.99,100,125,20 bags per box,0,25,Beverages,,43,3,50,2.99,0,1,,,87,2006-03-24,,,2025-08-12 10:44:19.357-04
29,Company CC,Lee,Soo Jung,,Purchasing Manager,(123)555-0100,,,(123)555-0101,789 29th Street,Denver,CO,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,17,NWTCFV-17,Northwind Traders Fruit Cocktail,,Supplier F,29.25,39.0,10,40,15.25 OZ,0,10,Canned Fruit & Vegetables,,78,2,40,39.0,0,2,,,120,2006-06-05,6/5/2006 0:00:00,6/5/2006 0:00:00,2025-08-12 10:44:19.357-04
4,Company D,Lee,Christina,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 4th Street,New York,NY,99999,USA,,,,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,,51,NWTDFN-51,Northwind Traders Dried Apples,,Supplier B,39.75,53.0,10,40,50 - 300 g pkgs.,0,10,Dried Fruit & Nuts,,31,1,10,53.0,0,2,,,65,2006-01-20,1/22/2006 0:00:00,1/20/2006 0:00:00,2025-08-12 10:44:19.357-04
4,Company D,Lee,Christina,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 4th Street,New York,NY,99999,USA,,,,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,,80,NWTDFN-80,Northwind Traders Dried Plums,,Supplier B,3.0,3.5,50,75,1 lb bag,0,25,Dried Fruit & Nuts,,31,1,10,3.5,0,2,,,66,2006-01-20,1/22/2006 0:00:00,1/20/2006 0:00:00,2025-08-12 10:44:19.357-04
11,Company K,Krschne,Peter,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 11th Street,Miami,FL,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,80,NWTDFN-80,Northwind Traders Dried Plums,,Supplier B,3.0,3.5,50,75,1 lb bag,0,25,Dried Fruit & Nuts,,43,3,20,3.5,0,1,,,86,2006-03-24,,,2025-08-12 10:44:19.357-04
26,Company Z,Liu,Run,,Accounting Assistant,(123)555-0100,,,(123)555-0101,789 26th Street,Miami,FL,99999,USA,,,,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,,41,NWTSO-41,Northwind Traders Clam Chowder,,Supplier F,7.2375,9.65,10,40,12 - 12 oz cans,0,10,Soups,,51,3,30,9.65,0,2,,,94,2006-04-05,4/5/2006 0:00:00,4/5/2006 0:00:00,2025-08-12 10:44:19.357-04
27,Company AA,Toh,Karen,,Purchasing Manager,(123)555-0100,,,(123)555-0101,789 27th Street,Las Vegas,NV,99999,USA,,,,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,,34,NWTB-34,Northwind Traders Beer,,Supplier D,10.5,14.0,15,60,24 - 12 oz bottles,0,15,Beverages,,30,2,100,14.0,0,2,,96,83,2006-01-15,1/22/2006 0:00:00,1/15/2006 0:00:00,2025-08-12 10:44:19.357-04
26,Company Z,Liu,Run,,Accounting Assistant,(123)555-0100,,,(123)555-0101,789 26th Street,Miami,FL,99999,USA,,,,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,,5,NWTO-5,Northwind Traders Olive Oil,,Supplier J,16.0125,21.35,10,40,36 boxes,0,10,Oil,,51,3,25,21.35,0,2,,,93,2006-04-05,4/5/2006 0:00:00,4/5/2006 0:00:00,2025-08-12 10:44:19.357-04
4,Company D,Lee,Christina,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 4th Street,New York,NY,99999,USA,,,,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,,,,,,,,,,,,,,,,58,1,40,81.0,0,2,,,134,2006-04-22,4/22/2006 0:00:00,4/22/2006 0:00:00,2025-08-12 10:44:19.357-04
28,Company BB,Raghav,Amritansh,,Purchasing Manager,(123)555-0100,,,(123)555-0101,789 28th Street,Memphis,TN,99999,USA,,,,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,,,,,,,,,,,,,,,,38,3,300,46.0,0,2,,99,77,2006-03-10,3/11/2006 0:00:00,3/10/2006 0:00:00,2025-08-12 10:44:19.357-04
7,Company G,Xie,Ming-Yang,,Owner,(123)555-0100,,,(123)555-0101,123 7th Street,Boise,ID,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,,,,,,,,,,,,,,,41,,300,46.0,0,1,,102,104,2006-03-24,,,2025-08-12 10:44:19.357-04
10,Company J,Wacker,Roland,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 10th Street,Chicago,IL,99999,USA,,,,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,,,,,,,,,,,,,,,,67,2,20,10.0,0,2,,,130,2006-05-24,5/24/2006 0:00:00,5/24/2006 0:00:00,2025-08-12 10:44:19.357-04
12,Company L,Edwards,John,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 12th Street,Las Vegas,NV,99999,USA,,,,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,,,,,,,,,,,,,,,,32,2,20,46.0,0,2,,,68,2006-01-22,1/22/2006 0:00:00,1/22/2006 0:00:00,2025-08-12 10:44:19.357-04
1,Company A,Bedecs,Anna,,Owner,(123)555-0100,,,(123)555-0101,123 1st Street,Seattle,WA,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,,,,,,,,,,,,,,,44,,25,46.0,0,1,,,89,2006-03-24,,,2025-08-12 10:44:19.357-04
10,Company J,Wacker,Roland,,Purchasing Manager,(123)555-0100,,,(123)555-0101,123 10th Street,Chicago,IL,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,,,,,,,,,,,,,,,42,1,10,25.0,0,2,,,84,2006-03-24,4/7/2006 0:00:00,,2025-08-12 10:44:19.357-04
26,Company Z,Liu,Run,,Accounting Assistant,(123)555-0100,,,(123)555-0101,789 26th Street,Miami,FL,99999,USA,,,,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,,,,,,,,,,,,,,,,77,3,90,25.0,0,2,,,121,2006-06-05,6/5/2006 0:00:00,6/5/2006 0:00:00,2025-08-12 10:44:19.357-04
28,Company BB,Raghav,Amritansh,,Purchasing Manager,(123)555-0100,,,(123)555-0101,789 28th Street,Memphis,TN,99999,USA,,,,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,,,,,,,,,,,,,,,,72,3,5,46.0,0,2,,,126,2006-06-07,6/7/2006 0:00:00,6/7/2006 0:00:00,2025-08-12 10:44:19.357-04
